Material,SMILES,Type,PL
BPPyA,CC1=CC(N(C2=C3OC4=C(C=CC=C4)C3=CC=C2)C2=CC=C3C=CC4=C5C(C=CC2=C35)=CC=C4N(C2=C3OC4=C(C=CC=C4)C3=CC=C2)C2=C(C)C=CC(C)=C2)=C(C)C=C1,Hydrocarbon,458
1_2,C1=CC=C(C=C1)C1=CC2=CC3=CC=CC4=C3C3=C2C2=C1C=CC=C2C=C3C=C4C1=CC=CC=C1,Hydrocarbon,442
DBP,C1=CC=C(C=C1)C1=C2C=CC=CC2=C(C2=C1C1=CC=C3C4=CC=C5C6=C(C=CC(C7=CC=C2C1=C37)=C46)C1=C5C(C2=CC=CC=C2)=C2C=CC=CC2=C1C1=CC=CC=C1)C1=CC=CC=C1,Hydrocarbon,603
BD-6DPA,C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=CC=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,478
BD-6NPA,C1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC4=C(C=CC=C4)C=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2)C1=CC2=C(C=CC=C2)C=C1,Hydrocarbon,464
BD-6MDPA,CC1=CC(=CC=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=CC(C)=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,468
BD-6TMSA,C[Si](C)(C)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=C(C=C3)[Si](C)(C)C)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,459
DSX-IF,O1C2=C(C=CC=C2)C2(C3=CC4=C(C=C3C3=C2C=CC=C3)C2(C3=CC=CC=C43)C3=C(OC4=C2C=CC=C4)C=CC=C3)C2=C1C=CC=C2,Hydrocarbon,347
Chr1,C1(C2=CC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2)=C(C=CC5=C6C=CC7=C5C=CC=C7C8=CC(C9=CC=CC=C9)=CC(C%10=CC=CC=C%10)=C8)C6=CC=C1,Hydrocarbon,400
Chr2,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(C5=CC=C(C6=CC(C7=CC=CC=C7)=CC(C8=CC=CC=C8)=C6)C=C5)=C3)C=C2C9=CC=C(C%10=CC(C%11=CC=CC=C%11)=CC(C%12=CC=CC=C%12)=C%10)C=C9,Hydrocarbon,415
Chr3,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(N(C5=CC=CC=C5)C6=CC=CC=C6)=C3)C=C2N(C7=CC=CC=C7)C8=CC=CC=C8,Hydrocarbon,455
Chr4,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C3)C=C2C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8,Hydrocarbon,450
Quino1,C12=NC=CN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6,Quinoxaline,544
Quino2,C12=NC=CN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C6C(C=CC=C6)=C2C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7,Quinoxaline,575
Quino3,C1(C=CC=C2)=C2N=C(C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C6C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C6=N1,Quinoxaline,627
Quino4,CCN1C2=C(C=CC=C2)C3=C1C=CC(C4=CC=C(C5=CC=C(N(CC)C6=C7C=CC=C6)C7=C5)C8=NC=CN=C84)=C3,Quinoxaline,540
Quino5,C12=NC=CN=C1C(C3=CC=CS3)=CC=C2C4=CC=CS4,Quinoxaline,550
Quino6,CCN1C2=C(C=CC=C2)C3=C1C=CC(C(S4)=CC=C4C5=CC=C(C6=CC=C(C7=CC(C(C=CC=C8)=C8N9CC)=C9C=C7)S6)C%10=NC=CN=C%105)=C3,Quinoxaline,640
Quino7,CCN1C2=C(C=CC=C2)C3=C1C=CC(/C=C/C(S4)=CC=C4C5=CC=C(C6=CC=C(/C=C/C7=CC(C(C=CC=C8)=C8N9CC)=C9C=C7)S6)C%10=NC=CN=C%105)=C3,Quinoxaline,570
Quino8,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C4=CC=C(N5C(C=CC=C6)=C6C(C)(C)C7=C5C=CC=C7)C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N=C84,Quinoxaline,603
Quino9,CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C4=CC=C(N5C6=C(C7=C5C=CC(C(C)(C)C)=C7)C=C(C(C)(C)C)C=C6)C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N=C84,Quinoxaline,557
Quino10,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C(N4C5=C(C6=C4C=CC=C6)C=CC=C5)=CC=C7N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C7=N1,Quinoxaline,537
Quino11,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)=CC=C8C9=CC=C(N%10C%11=CC=CC=C%11C%12=C%10C=CC=C%12)C=C9)C8=N1,Quinoxaline,502
Quino12,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C=CC(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)=C7)C7=N1,Quinoxaline,575
Quino13,C1(C2=C3C(C=CC=C34)=CC=C2)=C4N=C(C=CC(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8)C8=N1,Quinoxaline,575
Quino14,C1(C(C=CC=C2)=C2C3=C4C=CC=C3)=C4N=C(C=CC(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8)C8=N1,Quinoxaline,540
Quino15,C1(C2=C3C4=C5C=CC=C4C=CC3=CC=C2)=C5N=C(C=CC(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C9)C9=N1,Quinoxaline,525
Quino16,CC1(C)C2=CC(C3=C(N=CC=N4)C4=C(C5=CC=C(C6=CC=CC=C6C7(C)C)C7=C5)C=C3)=CC=C2C8=CC=CC=C81,Quinoxaline,486
BBTD1,CC(C)OC(C=C1)=CC=C1C2=C3C(N=S=N3)=C(C4=CC=C(OC(C)C)C=C4)C5=NSN=C52,BBTD,768
BBTD2,CC(C)SC(C=C1)=CC=C1C2=C3C(N=S=N3)=C(C4=CC=C(SC(C)C)C=C4)C5=NSN=C52,BBTD,769
BBTD3,CC(C1=C2C=CC=C1)(C)C3=C2C=CC(C4=C(N=S=N5)C5=C(C6=CC=C(C(C=CC=C7)=C7C8(C)C)C8=C6)C9=NSN=C94)=C3,BBTD,765
BBTD4,C12=NSN=C1C(C3=CC=C(OC4=CC=CC=C4)C=C3)=C(N=S=N5)C5=C2C6=CC=C(OC7=CC=CC=C7)C=C6,BBTD,728
BBTD5,C12=NSN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(N=S=N6)C6=C2C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7,BBTD,850
BBTD6,C12=NSN=C1C(C3=CC4=C(C=C3)C5=C(C=CC=C5)O4)=C(N=S=N6)C6=C2C(C=C7)=CC8=C7C(C=CC=C9)=C9O8,BBTD,740
BBTD7,C12=NSN=C1C(C3=CC=C(C=C3)N4C5=C(C6=C4C=CC=C6)C=CC=C5)=C(N=S=N7)C7=C2C8=CC=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)C=C8,BBTD,762
BBTD8,C12=NSN=C1C(C(C=C3)=CC4=C3OC5=C4C=CC=C5)=C(N=S=N6)C6=C2C(C=C7)=CC8=C7OC9=C8C=CC=C9,BBTD,727
BBTD9,C12=NSN=C1C(C(C=C3)=CC4=C3N(C5=CC=CC=C5)C6=C4C=CC=C6)=C(N=S=N7)C7=C2C(C=C8)=CC9=C8N(C%10=CC=CC=C%10)C%11=C9C=CC=C%11,BBTD,809
BBTD10,CC(C1=C2C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C1)(C)C5=C2C=CC(C6=C(N=S=N7)C7=C(C8=CC=C(C(C=CC(N(C9=CC=CC=C9)C%10=CC=CC=C%10)=C%11)=C%11C%12(C)C)C%12=C8)C%13=NSN=C%136)=C5,BBTD,780
BBTD11,CC(C1=C2C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C1)(C)C5=C2C=CC(C6=C(N=S=N7)C7=C(C8=CC=C(C(C=CC(N(C9=CC=CC=C9)C%10=CC=CC=C%10)=C%11)=C%11C%12(C)C)C%12=C8)C%13=NSN=C%136)=C5,BBTD,818
test1,S1N=C2C(=N1)C(=CC=C2C1=CC(=CC=C1)N1C2=C(C=C(C=C2)C2=CC=CC=C2)C2=C1C=CC(=C2)C1=CC=CC=C1)C1=CC=CC(=C1)N1C2=C(C=C(C=C2)C2=CC=CC=C2)C2=C1C=CC(=C2)C1=CC=CC=C1,,
test2,CC(C=C1)=CC=C1N(C2=CC=C(C)C=C2)C3=CC(SC(C4=C(N=S=N5)C5=C(C6=CC(C=CC(N(C(C=C7)=CC=C7C)C(C=C8)=CC=C8C)=C9)=C9S6)C=C4)=C%10)=C%10C=C3,,
test3,CC(C=C1)=CC=C1N(C2=CC=C(C)C=C2)C3=CC(SC(C4=C(N=CC=N5)C5=C(C6=CC(C=CC(N(C(C=C7)=CC=C7C)C(C=C8)=CC=C8C)=C9)=C9S6)C=C4)=C%10)=C%10C=C3,,
test4,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=CC(SC(C5=C(N=S=N6)C6=C(C7=CC(C=CC(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)=C%11)=C%11S7)C=C5)=C%12)=C%12C=C1,,
test5,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=CC(SC(C5=C(N=CC=N6)C6=C(C7=CC(C=CC(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)=C%11)=C%11S7)C=C5)=C%12)=C%12C=C1,,
test6,CC(C)(C)C1=CC=C(C=C1)N1C2=CC=CC3=C2B(C2=C1C=CC(=C2)C(C)(C)C)C1=C(C=CC(=C1)C(C)(C)C)N3C1=CC=C(C=C1)C(C)(C)C,,
test7,CC(C)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C(C)(C)C)C1=CC2=C3B(C4=C(C=CC(=C4)C(C)(C)C)N(C4=CC=C(C=C4)C(C)(C)C)C3=C1)C1=C(C=CC(=C1)C(C)(C)C)N2C1=CC=C(C=C1)C(C)(C)C,,
test8,c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccc5oc6ccccc6c5c4)c4ccccc34)cc2)cc1,,
test9,c1ccc(-c2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc24)N=S=N3)cc1,,
test10,c1ccc2c(-c3ccc(-c4ccc5sc6ccccc6c5c4)c4nccnc34)cccc2c1,,
test11,CC(C)(C)c1ccc(-c2ccccc2)c2nccnc12,,
test12,c1ccc(-c2ccc3ccc4c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc5ccc2c3c54)cc1,,
test13,CC1(C)c2ccccc2-c2ccc(-c3c(-c4ccc5oc6ccccc6c5c4)c(-c4ccc(-c5ccccc5)cc4)c4c(c3N(c3ccccc3)c3ccccc3)N=S=N4)cc21,,
test14,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,,
test15,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test16,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test17,CC(C)(C)c1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test18,c1ccc(N(c2ccccc2)c2ccc3c(c2)B2c4cc(-c5ccc6sc7ccccc7c6c5)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
test19,CC1=C(c2ccc(-c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4oc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test20,CC1=C(c2ccc3c(c2)C(C)(C)c2ccccc2-3)C(C)=[N+]2C1=C(C)c1c(C)c(-c3cccc4ccccc34)c(C)n1[B-]2(F)F,,
test21,c1ccc(-c2c3c(c(-c4ccc5oc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test22,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccccc4)c4nccnc34)cc21,,
test23,c1ccc2c(c1)sc1ccc(-c3c4c(c(-c5ccc6sc7ccccc7c6c5)c5nsnc35)N=S=N4)cc12,,
test24,c1ccc(-c2ccc(-c3c4c(c(-c5ccc6sc7ccccc7c6c5)c5nsnc35)N=S=N4)cc2)cc1,,
test25,c1ccc(-c2c3ccccc3c(-c3ccc4oc5ccccc5c4c3)c3ccccc23)cc1,,
test26,c1ccc(-c2ccc3c(c2)B2c4cc(-c5ccccc5)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
test27,c1ccc(-c2c3c(c(-c4cccc5ccccc45)c4nsnc24)N=S=N3)cc1,,
test28,c1ccc(N(c2ccccc2)c2c3c(c(N(c4ccccc4)c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test29,Cc1c(-c2ccccc2)c2c(c(-c3ccc4oc5ccccc5c4c3)c1C(C)(C)C)N=S=N2,,
test30,Cc1c2c(c(-c3cccc4ccccc34)c3nsnc13)N=S=N2,,
test31,c1ccc(-c2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc24)N=S=N3)cc1,,
test32,CC(C)(C)c1ccc2cc3cc(-c4ccc5sc6ccccc6c5c4)ccc3cc2c1,,
test33,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4sc5ccccc5c4c3)c3nccnc23)cc1,,
test34,Cc1c2c(c(-c3ccc4oc5ccccc5c4c3)c(C(C)(C)C)c1-c1ccc3c(c1)C(C)(C)c1ccccc1-3)N=S=N2,,
test35,c1ccc(-c2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc24)N=S=N3)cc1,,
test36,CC1(C)c2ccccc2-c2ccc(-c3ccc4ccc5c(N(c6ccccc6)c6ccccc6)ccc6ccc3c4c65)cc21,,
test37,c1ccc2c(-c3ccc4cc5cc(-c6ccc7oc8ccccc8c7c6)ccc5cc4c3)cccc2c1,,
test38,Cc1ccc2c(c1)B1c3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test39,c1ccc(-c2ccc(-c3ccc4cc5cc(-c6ccc(-c7ccccc7)cc6)ccc5cc4c3)cc2)cc1,,
test40,Cc1c2ccccc2c(-c2ccc3oc4ccccc4c3c2)c2ccccc12,,
test41,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,,
test42,c1ccc(N(c2ccccc2)c2ccc3c(c2)B2c4cc(-c5ccc6sc7ccccc7c6c5)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
test43,Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c(c(C(C)(C)C)c1-c1ccc(N(c3ccccc3)c3ccccc3)cc1)N=S=N2,,
test44,CC(C)(C)c1ccc2ccc3c(N(c4ccccc4)c4ccccc4)ccc4ccc1c2c43,,
test45,Cc1ccc(-c2ccccc2)c2nccnc12,,
test46,Cc1c2c(c(-c3ccc(-c4ccccc4)cc3)c(-c3cccc4ccccc34)c1-c1ccc3c(c1)C(C)(C)c1ccccc1-3)N=S=N2,,
test47,c1ccc(N(c2ccccc2)c2ccc(-c3c(-c4cccc5ccccc45)c4c(c(-c5cccc6ccccc56)c3N(c3ccccc3)c3ccccc3)N=S=N4)cc2)cc1,,
test48,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test49,Cc1ccc2ccc3c(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)ccc4ccc1c2c43,,
test50,CC1(C)c2ccccc2-c2ccc(-c3c4ccccc4c(N(c4ccccc4)c4ccccc4)c4ccccc34)cc21,,
test51,c1ccc2c(c1)oc1ccc(-c3ccc(-c4ccc5oc6ccccc6c5c4)c4nccnc34)cc12,,
test52,CC1=C(C)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test53,CC1(C)c2ccccc2-c2ccc(-c3c4ccccc4c(N(c4ccccc4)c4ccccc4)c4ccccc34)cc21,,
test54,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test55,Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nccnc12,,
test56,CC1(C)c2ccccc2-c2ccc(-c3c4c(c(-c5ccc(-c6ccccc6)cc5)c5nsnc35)N=S=N4)cc21,,
test57,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test58,c1ccc(-c2ccc3c(c2)B2c4cc(-c5cccc6ccccc56)ccc4N(c4ccccc4)c4cccc(c42)N3c2ccccc2)cc1,,
test59,Cc1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test60,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc7sc8ccccc8c7c6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test61,CC(C)(C)c1ccc2c(c1)B1c3cc(-c4ccc(-c5ccccc5)cc4)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test62,c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test63,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6ccccc56)cc2c43)cc1,,
test64,Cc1c2ccccc2c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,,
test65,c1ccc(-c2ccc(-c3c(-c4ccc5oc6ccccc6c5c4)c4c(c(-c5ccc6sc7ccccc7c6c5)c3-c3ccccc3)N=S=N4)cc2)cc1,,
test66,Cc1ccc2cc3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)ccc3cc2c1,,
test67,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test68,CC(C)(C)c1c2c(c(-c3ccc4sc5ccccc5c4c3)c(-c3ccccc3)c1-c1ccccc1)N=S=N2,,
test69,c1ccc2c(-c3ccc(-c4ccc5oc6ccccc6c5c4)c4nccnc34)cccc2c1,,
test70,CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3cccc4ccccc34)c(C)n1[B-]2(F)F,,
test71,CC1=C(c2ccc(-c3ccccc3)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4oc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test72,c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cc2)cc1,,
test73,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test74,c1ccc(-c2c3c(c(-c4ccccc4)c4nsnc24)N=S=N3)cc1,,
test75,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test76,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test77,Cc1c(-c2ccc3oc4ccccc4c3c2)c2c(c(-c3ccc4oc5ccccc5c4c3)c1-c1ccc3oc4ccccc4c3c1)N=S=N2,,
test78,c1ccc(N(c2ccccc2)c2ccc3ccc4c(-c5ccc6sc7ccccc7c6c5)ccc5ccc2c3c54)cc1,,
test79,CC(C)(C)c1ccc2cc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3cc2c1,,
test80,CC1=C(C)C(C)=[N+]2C1=C(C)c1c(C)c(N(c3ccccc3)c3ccccc3)c(C)n1[B-]2(F)F,,
test81,c1ccc(N(c2ccccc2)c2ccc3ccc4c(-c5cccc6ccccc56)ccc5ccc2c3c54)cc1,,
test82,Cc1ccc2ccc3c(-c4ccccc4)ccc4ccc1c2c43,,
test83,c1ccc(-c2c3c(c(-c4ccc5sc6ccccc6c5c4)c4nsnc24)N=S=N3)cc1,,
test84,Cc1ccc(-c2ccc(-c3ccccc3)cc2)c2nccnc12,,
test85,c1ccc2c(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cccc2c1,,
test86,c1ccc(-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccc7sc8ccccc8c7c6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc2)cc1,,
test87,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc21,,
test88,Cc1c2ccccc2c(C)c2ccccc12,,
test89,CC1=C(c2cccc3ccccc23)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4oc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test90,c1ccc2c(c1)oc1ccc(-c3ccc(-c4ccc5sc6ccccc6c5c4)c4nccnc34)cc12,,
test91,CC1=C(c2ccc3c(c2)C(C)(C)c2ccccc2-3)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4sc5ccccc5c4c3)c(C)n1[B-]2(F)F,,
test92,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test93,c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)c4nccnc34)cc2)cc1,,
test94,Cc1c2ccccc2c(-c2cccc3ccccc23)c2ccccc12,,
test95,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4ccc5c(-c6cccc7ccccc67)ccc6ccc3c4c65)cc2)cc1,,
test96,CC(C)(C)c1c2ccccc2c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,,
test97,Cc1ccc2c(c1)B1c3cc(-c4ccc(-c5ccccc5)cc4)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test98,c1ccc(-c2ccc(-c3ccc4ccc5c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc6ccc3c4c65)cc2)cc1,,
test99,c1ccc(N(c2ccccc2)c2ccc3ccc4c(N(c5ccccc5)c5ccccc5)ccc5ccc2c3c54)cc1,,
test100,c1ccc(-c2ccc3ccc4c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc5ccc2c3c54)cc1,,
test101,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)c4nccnc34)cc21,,
test102,c1ccc(-c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test103,Cc1ccc2ccc3c(-c4ccc5sc6ccccc6c5c4)ccc4ccc1c2c43,,
test104,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test105,CC1=C(N(c2ccccc2)c2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,,
test106,Cc1c2c(c(-c3ccccc3)c3nsnc13)N=S=N2,,
test107,c1ccc(-c2cc3c4c(c2)N(c2ccccc2)c2ccccc2B4c2ccccc2N3c2ccccc2)cc1,,
test108,CC1=C(c2ccc3oc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(C)c(C)n1[B-]2(F)F,,
test109,CC(C)(C)c1ccc(-c2ccc(-c3ccccc3)cc2)c2nccnc12,,
test110,c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(N(c4ccccc4)c4ccccc4)c4ccccc34)cc2)cc1,,
test111,c1ccc(N(c2ccccc2)c2c3c(c(N(c4ccccc4)c4ccccc4)c(-c4ccc5sc6ccccc6c5c4)c2-c2ccc4sc5ccccc5c4c2)N=S=N3)cc1,,
test112,Cc1c2ccccc2c(-c2ccccc2)c2ccccc12,,
test113,CC1=C(c2ccc3sc4ccccc4c3c2)C(C)=[N+]2C1=C(C)c1c(C)c(N(c3ccccc3)c3ccccc3)c(C)n1[B-]2(F)F,,
test114,CC(C)(C)c1ccc2cc3cc(C(C)(C)C)ccc3cc2c1,,
test115,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)B3c5cc(-c6ccccc6)ccc5N(c5ccccc5)c5cccc(c53)N4c3ccccc3)cc21,,
test116,c1ccc2c(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cccc2c1,,
test117,Cc1ccc2c(c1)B1c3cc(-c4ccc5oc6ccccc6c5c4)ccc3N(c3ccccc3)c3cccc(c31)N2c1ccccc1,,
test118,Cc1c2ccccc2c(-c2ccc(-c3ccccc3)cc2)c2ccccc12,,
test119,Cc1cc2c3c(c1)N(c1ccccc1)c1ccccc1B3c1ccccc1N2c1ccccc1,,
test120,c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)N(c3ccccc3)c3ccccc3B5c3ccccc3N4c3ccccc3)cc2)cc1,,
test121,CC(C)(C)c1c2c(c(-c3ccc(-c4ccccc4)cc3)c3nsnc13)N=S=N2,,
test122,CC1=C(C)C(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(C)n1[B-]2(F)F,,
test123,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6sc7ccccc7c6c5)cc2c43)cc1,,
test124,CC(C)(C)c1cc2c3c(c1)N(c1ccccc1)c1ccccc1B3c1ccccc1N2c1ccccc1,,
test125,c1ccc2c(c1)oc1ccc(-c3ccc4cc5cc(-c6ccc7sc8ccccc8c7c6)ccc5cc4c3)cc12,,
test126,c1ccc(N2c3ccc(-c4ccc5oc6ccccc6c5c4)cc3B3c4cc(-c5ccc6sc7ccccc7c6c5)ccc4N(c4ccccc4)c4cccc2c43)cc1,,
test127,CC(C)(C)c1c2ccccc2c(-c2ccc3oc4ccccc4c3c2)c2ccccc12,,
